Test_sample,protein,protein_name,category,abundance_tertile,pearson_r,Observed,Predicted
23,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,0.0001832856796681881
24,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,6.364883802234544e-07
25,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,3.195551414592046e-07
26,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,1.9111201510213505e-08
27,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,0.0006502008764073253
28,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,5.1248840463813394e-05
29,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,5.1248938689241186e-05
30,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,4.801557952305302e-05
31,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,4.759412149724085e-06
32,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,2.0168347418803023e-06
33,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,1.1064017826356576e-06
34,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,5.681270067725563e-06
35,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,9.629463420424145e-06
36,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,9.11613187781768e-06
37,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,7.279664373527339e-07
38,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,0.0007506285328418016
39,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,0.0007046165410429239
40,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,3.015877041434578e-07
41,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,2.4824128104228294e-06
42,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,3.9608683437108994e-05
43,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,7.055985861370573e-06
44,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,7.088870006555226e-07
45,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,5.91576645092573e-06
46,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,0.00012064175825798884
47,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,0.0005419836961664259
48,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,0.0008103588479571044
49,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,0.0007937382906675339
50,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,0.001142109278589487
51,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,0.0010314772371202707
52,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,0.0006237828056327999
53,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0033004358410835266,0.002234390238299966
54,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0005819388898089528,0.0010641517583280802
55,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0017931921174749732,0.0003488595539238304
56,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,0.00045026245061308146
57,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,0.00030149469967000186
58,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0005059873219579458,0.0009814529912546277
59,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,0.00032239104621112347
60,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0010535364272072911,0.0015332659240812063
61,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0010614510392770171,0.0016914296429604292
62,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0021909628994762897,0.0021302977111190557
63,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0008465008577331901,0.0009079440496861935
64,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0020021095406264067,0.0002839485532604158
65,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,0.001384527888149023
66,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,0.0009199608466587961
67,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0019393692491576076,0.0017534233629703522
68,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,0.0017534233629703522
69,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,6.572835218321416e-07
70,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,0.000737037684302777
71,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,0.0005413591279648244
72,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0004387408262118697,0.0006307209259830415
73,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,0.00026061380049213767
74,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,0.00026061380049213767
75,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,0.00026061380049213767
76,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.00843486376106739,0.00047085058758966625
77,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.004100946243852377,0.00047085058758966625
78,P01877,Immunoglobulin heavy constant alpha 2,Immunoglobulins,Low,0.2620624005794525,0.0,0.00047085058758966625
