Test_sample,protein,protein_name,category,abundance_tertile,pearson_r,Observed,Predicted
22,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,1.7480144265391573e-07
23,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,2.035086254181806e-05
24,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,6.613557701484751e-08
25,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,4.404604680985358e-08
26,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,8.62688978031656e-08
27,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,3.547920277924277e-05
28,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.01650465466082096,0.009870115667581558
29,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.012183336541056633,0.009870111010968685
30,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.01323594432324171,0.009800616651773453
31,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.023737415671348572,0.020287005230784416
32,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.026616109535098076,0.02697579190135002
33,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.026616109535098076,0.024869531393051147
34,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.026302527636289597,0.020060332491993904
35,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0006593714933842421,0.0004639810649678111
36,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.00010187968291575089,0.0009171256679110229
37,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,0.006437621545046568
38,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,0.000274191697826609
39,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.003570474684238434,0.00018220914353150874
40,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,1.4741041013621725e-05
41,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,8.07848266504152e-07
42,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,3.768664100789465e-05
43,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,5.528646943275817e-05
44,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,0.00023773801513016224
45,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,4.7520581574644893e-05
46,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,0.002493462525308132
47,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,9.827632311498746e-06
48,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,5.627051450574072e-06
49,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,5.2494324336294085e-06
50,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.012932286597788334,0.008255336433649063
51,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,1.398324911860982e-05
52,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,6.046302132745041e-06
53,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,0.0030476541724056005
54,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.009161860682070255,0.008555606938898563
55,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,7.143127004383132e-05
56,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,7.82781426096335e-05
57,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,6.411973299691454e-05
58,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,0.011155284009873867
59,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,6.42100494587794e-05
60,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,0.00013296323595568538
61,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,0.0001225129672093317
62,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.01917756162583828,0.0023666182532906532
63,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,1.034809338307241e-05
64,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,4.967061249772087e-05
65,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,0.007091727573424578
66,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,7.4015661084558815e-06
67,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,0.00010702374129323289
68,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,0.00010702374129323289
69,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,3.032185702522838e-07
70,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0015618492616340518,0.0012284698896110058
71,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0017797319451346993,0.00097971735522151
72,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,0.0005247283261269331
73,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,4.337561040301807e-05
74,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,4.337561040301807e-05
75,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,4.337561040301807e-05
76,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,2.6251944291288964e-05
77,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,2.6251944291288964e-05
78,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,2.6251944291288964e-05
79,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,2.6251944291288964e-05
80,P02775,Platelet basic protein,Coagulation/Fibrinogen,Middle,0.6354105472564697,0.0,2.122272599081043e-05
1,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,0.004125849809497595
2,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,0.0004691482172347605
3,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,9.611554560251534e-06
4,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,1.0629163625708316e-05
5,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,0.007697399239987135
6,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,0.0035009654238820076
7,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,0.0012523260666057467
8,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.021799076348543167,0.006057999096810818
9,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.01179762277752161,0.009648418985307217
10,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,0.0007284127059392631
11,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,0.0005455891950987279
12,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,0.03089975193142891
13,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,0.054606035351753235
14,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,6.421222224162193e-06
15,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,9.749581295181997e-06
16,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,1.542187078484858e-06
17,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,4.2117288103327155e-05
18,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,5.896208108424617e-07
19,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.12204991281032562,0.00012076550774509087
20,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,5.633110777125694e-05
21,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,7.393766281893477e-05,4.065513167006429e-06
22,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,2.5426283173146658e-05
23,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,0.0003098261367995292
24,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,3.3356636777170934e-06
25,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,3.605395249905996e-06
26,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,0.0005148873897269368
27,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,9.109944585361518e-06
28,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.010545390658080578,0.0065454598516225815
29,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.007378555368632078,0.006545457057654858
30,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.008375782519578934,0.006480098236352205
31,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,2.0483062144194264e-06
32,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,1.5029465885163518e-06
33,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,3.161061101764062e-07
34,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,1.0738411901911604e-06
35,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,0.00012799649266526103
36,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.00023432326270267367,0.00011109091428807005
37,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,4.164584242971614e-05,0.004658221732825041
38,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.003169465810060501,0.002688890090212226
39,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.006664886139333248,0.0024079252034425735
40,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,0.005442858207970858
41,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,0.00048803730169311166
42,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,0.0026630309876054525
43,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,0.0033686633687466383
44,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,0.013718224130570889
45,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,0.003591642715036869
46,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,0.05516649782657623
47,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,2.5873010599752888e-05
48,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,0.00016554865578655154
49,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,0.00015382740821223706
50,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,2.9887454729760066e-05
51,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,3.571098261545558e-07
52,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,1.4864705917716492e-05
53,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,2.9907168936915696e-06
54,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,1.9733708541025408e-05
55,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,6.5049916884163395e-06
56,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,2.1933567040832713e-05
57,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,2.470618028382887e-06
58,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,4.0511255065212026e-05
59,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,4.5366059566731565e-06
60,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,5.671796316164546e-06
61,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,9.328133273811545e-06
62,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,1.7827671854320215e-06
63,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,2.339681799412574e-07
64,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,3.201552999598789e-06
65,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,2.2530370188178495e-05
66,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,0.00018333655316382647
67,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,2.3606455670233117e-06
68,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,2.3606455670233117e-06
69,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,3.888249580086267e-07
70,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,0.00016241664707195014
71,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,1.916138171509374e-05
72,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,6.621835200348869e-05
73,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,3.213157924619736e-06
74,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,3.213157924619736e-06
75,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,3.213157924619736e-06
76,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,1.3688460057892371e-05
77,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,1.3688460057892371e-05
78,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,1.3688460057892371e-05
79,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,1.3688460057892371e-05
80,P07737,Profilin-1,Cytoskeletal,Middle,-0.010588427074253559,0.0,1.1335206181684043e-05
1,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.004380540456622839,0.004767278674989939
2,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0007921782089397311
3,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,6.376828878273955e-07
4,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,7.120959821804718e-07
5,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.003262039041146636
6,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.004141018260270357
7,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.00033637724118307233
8,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.005904505029320717,0.0026854791212826967
9,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,5.758400675404118e-06
10,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0006972438422963023
11,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0008615257684141397
12,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.005763112101703882
13,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0046927109360694885
14,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,5.346516991266981e-05
15,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0001022800788632594
16,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,1.7565052985446528e-05
17,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.00023224277538247406
18,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.00016506105021107942
19,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.001856084680184722,0.002537839114665985
20,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0008642607135698199
21,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0013761536683887243
22,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,3.6942172300769016e-05
23,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.00012594493455253541
24,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.001706029288470745
25,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.001494668540544808
26,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0016286103054881096
27,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0011650940869003534
28,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0013166560092940927,0.0007625339203514159
29,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0007625339203514159
30,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0007437015301547945
31,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.024644281715154648,0.017724797129631042
32,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.027123862877488136,0.025167042389512062
33,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.027123862877488136,0.023571820929646492
34,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.026341784745454788,0.02107437700033188
35,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.00012626263196580112,0.0002700929471757263
36,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.00044900327338837087
37,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.00019781776063609868,0.0036127492785453796
38,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.001625367091037333,0.002329558366909623
39,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.002123669721186161
40,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.00010413725976832211
41,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.00013021317136008292
42,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0006149729015305638
43,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0010368764633312821
44,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0004819195019081235
45,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0006929889204911888
46,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.00478779524564743
47,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,1.554037407913711e-05
48,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,4.631943011190742e-05
49,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,4.359918966656551e-05
50,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.006909254472702742
51,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0013248736504465342
52,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0004674582742154598
53,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0018582186894491315
54,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.006050086580216885
55,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0017310004914179444,0.0002759171766228974
56,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.000203886185772717
57,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.000341801525792107
58,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.007864502258598804
59,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0002810523728840053
60,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0017160074785351753
61,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0017906557768583298
62,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0014161174185574055
63,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.002450451022014022,0.0012068439973518252
64,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.005800802726298571,0.00024746882263571024
65,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.006041752640157938,0.005848926492035389
66,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,5.734575097449124e-05
67,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0015310809249058366,0.0006726704305037856
68,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0006726704305037856
69,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,1.6115125617943704e-05
70,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0019419698510318995
71,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.00010377331636846066
72,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.00015338823141064495
73,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,3.110801480943337e-05
74,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,3.110801480943337e-05
75,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,3.110801480943337e-05
76,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.04446526989340782,0.0070878565311431885
77,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0070878565311431885
78,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0070878565311431885
79,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.0070878565311431885
80,P06312,Immunoglobulin kappa variable 4-1,Immunoglobulins,Middle,0.745978593826294,0.0,0.006823505740612745
1,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.00028140246286056936,0.0020999955013394356
2,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,8.452922338619828e-05
3,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,3.089406419576335e-08
4,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,3.6513085888145724e-08
5,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,1.334582339040935e-05
6,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,0.0008111250353977084
7,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,0.00013935143942944705
8,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,6.491206295322627e-05
9,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,5.705097123609448e-07
10,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,3.2610510061203968e-06
11,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,1.0272784493281506e-05
12,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,9.020918514579535e-05
13,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,4.868423275183886e-06
14,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,1.2066557246726006e-06
15,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,7.768223326820589e-07
16,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,4.1123712435364723e-07
17,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,0.0009277316275984049
18,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.00013608795416075736,0.00025460534379817545
19,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,0.0017120173433795571
20,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,0.0015347199514508247
21,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,7.009042747085914e-05
22,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,0.006545338314026594
23,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,0.0026504790876060724
24,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,1.4671524439791028e-08
25,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,5.651081824709081e-09
26,P04070,Vitamin K-dependent protein C,Coagulation/Fibrinogen,Middle,0.5172709226608276,0.0,1.1038053804313108e-09
